,ID,layout_id,scenario_id,order_inflow_15m,unique_sku_15m,avg_items_per_order,urgent_order_ratio,heavy_item_ratio,cold_chain_ratio,sku_concentration,robot_active,robot_idle,robot_charging,robot_utilization,avg_trip_distance,task_reassign_15m,battery_mean,battery_std,low_battery_ratio,charge_queue_length,avg_charge_wait,congestion_score,max_zone_density,blocked_path_15m,near_collision_15m,fault_count_15m,avg_recovery_time,replenishment_overlap,pack_utilization,manual_override_ratio,avg_delay_minutes_next_30m,warehouse_temp_avg,humidity_pct,day_of_week,external_temp_c,wind_speed_kmh,precipitation_mm,lighting_level_lux,ambient_noise_db,floor_vibration_idx,return_order_ratio,air_quality_idx,co2_level_ppm,hvac_power_kw,wms_response_time_ms,scanner_error_rate,wifi_signal_db,network_latency_ms,worker_avg_tenure_months,safety_score_monthly,label_print_queue,barcode_read_success_rate,ups_battery_pct,lighting_zone_variance,shift_hour,staff_on_floor,forklift_active_count,loading_dock_util,conveyor_speed_mps,prev_shift_volume,avg_package_weight_kg,inventory_turnover_rate,daily_forecast_accuracy,order_wave_count,pick_list_length_avg,express_lane_util,bulk_order_ratio,staging_area_util,cold_storage_temp_c,pallet_wrap_time_min,fleet_age_months_avg,maintenance_schedule_score,robot_firmware_update_days,avg_idle_duration_min,charge_efficiency_pct,battery_cycle_count_avg,agv_task_success_rate,robot_calibration_score,aisle_traffic_score,zone_temp_variance,path_optimization_score,intersection_wait_time_avg,storage_density_pct,vertical_utilization,racking_height_avg_m,cross_dock_ratio,packaging_material_cost,quality_check_rate,outbound_truck_wait_min,dock_to_stock_hours,kpi_otd_pct,backorder_ratio,shift_handover_delay_min,sort_accuracy_pct
102650,TRAIN_102650,WH_148,SC_02100,218.0,138.0,2.4,0.133,0.2385,0.1514,0.659,44,36,0,0.55,35.29,0.0,71.65,17.62,0.0,0.0,0.0,1.12,0.0125,0.0,0.0,0.0,0.0,0.0,1.0,0.0559,8.797504072508938,19.41,64.5,5.0,0.5,4.8,29.1,200.0,81.5,0.5592,0.0389,7.5,1200.0,30.3,176.0,,-36.4,10.6,,77.4,3.0,0.9741,,,0.0,,8.0,0.7759,1.37,2918.0,9.68,3.45,0.8165,17.0,4.27,0.4338,,0.301,-14.4,3.5,41.6,82.9,41.4,11.88,,134.0,0.9418,69.2,29.1,0.04,72.9,2.03,0.5845,0.847,6.91,,9.77,0.2082,19.2,,88.4,0.0834,5.19,95.71
73193,TRAIN_073193,WH_158,SC_07983,12.0,,,0.0,0.0833,0.0833,0.1998,3,73,1,0.039,67.56,,53.16,16.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0779,0.0785,2.887616988703347,26.05,72.6,1.0,13.6,36.5,20.6,426.0,87.1,0.0771,0.1202,71.2,773.0,70.2,121.0,0.0368,-36.1,31.9,90.0,61.8,6.0,0.9792,63.0,0.9118,15.0,10.0,1.0,0.0239,2.92,2870.0,5.32,3.21,0.7479,,,0.3029,,0.1489,-10.9,4.8,23.8,86.8,38.2,11.85,87.2,121.0,0.8843,80.2,0.0,0.45,,4.4,0.7354,0.4963,3.56,0.1565,1.84,,11.3,1.0,81.7,0.0932,4.86,100.0
133004,TRAIN_133004,WH_021,SC_06351,,22.0,8.0,0.0,0.0,0.0,0.1507,3,47,0,0.06,82.47,0.0,67.0,19.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0875,0.0908,2.9368458601202807,18.99,63.2,6.0,24.0,33.1,,276.0,57.2,0.9434,,69.1,,5.0,372.0,0.0296,-32.5,1.0,71.0,79.0,11.0,0.9657,77.3,0.4245,3.0,21.0,2.0,0.0047,1.41,2576.0,1.63,1.59,0.7815,18.0,13.35,0.3842,0.3965,0.3209,-19.5,,39.9,83.0,26.2,12.76,88.8,122.0,0.8682,86.0,15.3,2.76,73.1,2.56,0.7751,,8.04,,1.81,0.1247,13.4,13.35,90.8,,,100.0
230019,TRAIN_230019,WH_092,SC_06945,206.0,91.0,1.38,,0.3398,0.1262,0.615,24,0,6,0.8,95.19,4.0,,24.52,0.2333,,,33.63,0.4,2.0,1.0,1.0,2.99,0.1519,1.0,0.1077,5.855621518057321,23.13,54.1,1.0,31.8,17.1,,291.0,,0.0012,0.1012,21.2,400.0,39.0,313.0,0.0442,,,96.0,66.6,4.0,0.9218,,0.3407,4.0,33.0,3.0,0.5922,1.6,2815.0,11.09,3.07,0.6046,21.0,7.91,0.68,0.0038,0.8787,-5.0,1.68,42.7,81.5,19.2,9.0,83.7,,0.9098,91.3,41.6,1.91,85.5,6.38,0.6695,,8.29,0.2989,4.45,0.2414,27.0,10.93,86.2,0.1106,6.01,
56004,TRAIN_056004,WH_002,SC_04651,19.0,,4.68,0.0,0.0526,0.1053,0.1322,3,54,0,0.0526,31.09,0.0,66.54,18.01,0.0,0.0,0.0,3.0,0.0175,,0.0,0.0,0.0,0.0,0.1026,0.0773,10.079315766356777,24.65,71.3,3.0,13.4,39.6,11.5,539.0,64.9,0.5424,0.0522,66.9,741.0,,83.0,0.0031,-63.7,6.6,51.0,72.9,8.0,,89.5,0.7288,8.0,29.0,,,2.31,1200.0,7.04,0.81,0.9596,9.0,7.09,,,0.4662,,2.19,23.7,100.0,15.1,7.91,94.1,320.0,0.8753,75.8,30.2,2.94,66.1,4.25,0.8178,0.5609,3.88,0.0981,4.38,0.2219,1.4,,99.5,0.0736,0.82,99.66
59219,TRAIN_059219,WH_012,SC_04368,32.0,38.0,2.78,0.0312,0.0,0.0,0.347,5,30,1,0.1389,24.03,0.0,,16.09,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5333,0.0111,12.433191840157702,19.38,,0.0,18.0,2.6,21.2,371.0,85.5,1.0,0.0458,85.3,700.0,5.9,293.0,0.0496,-71.9,41.4,83.0,94.9,0.0,,80.7,0.5948,7.0,,,0.1743,,1073.0,6.81,,0.9784,4.0,,0.4565,0.0409,0.5484,-17.6,3.94,39.6,79.3,12.7,,86.5,144.0,0.8938,93.3,17.3,1.82,67.3,3.9,0.7343,,8.88,,6.48,0.18,13.4,12.8,89.8,0.0281,4.38,93.9
46514,TRAIN_046514,WH_128,SC_07475,99.0,354.0,7.28,0.0505,0.1212,0.0909,,25,26,0,0.4902,67.72,0.0,57.99,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0574,0.44,0.0231,0.5783239052216449,21.18,78.3,2.0,,21.2,18.7,261.0,78.1,,0.0709,36.4,802.0,76.9,128.0,0.0073,-32.7,38.0,34.0,64.8,13.0,0.9591,,0.1119,10.0,32.0,5.0,,1.71,769.0,1.95,1.32,0.7358,20.0,10.78,0.1982,0.276,0.5711,-10.6,,27.2,80.2,7.0,7.19,86.7,126.0,0.9735,77.8,18.6,2.65,72.9,6.0,0.4859,0.6955,9.68,0.0417,6.05,0.0103,18.2,,87.7,0.1313,1.72,98.81
122923,TRAIN_122923,WH_177,SC_09237,46.0,176.0,6.22,0.0652,,0.0435,0.3332,10,32,0,0.2381,52.49,0.0,57.91,17.6,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.4107,,1.8303815694489245,26.87,27.6,3.0,,43.4,12.7,800.0,50.0,0.4406,0.0963,62.9,1120.0,5.0,210.0,0.0311,-62.4,27.7,17.0,90.7,,0.9622,82.4,0.2851,4.0,9.0,2.0,0.409,2.26,2989.0,3.22,1.39,0.8408,9.0,5.85,0.6028,0.3074,0.0878,,3.99,22.2,89.5,42.1,4.79,92.9,50.0,0.9109,94.1,26.7,1.5,83.5,,0.4145,0.4532,9.32,0.388,,,18.1,15.95,85.8,0.0833,0.9,95.36
198701,TRAIN_198701,WH_021,SC_06383,4.0,12.0,4.5,0.25,0.25,0.0,0.1789,1,49,0,0.02,23.52,,66.23,15.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.05,0.0758,8.411760180582204,22.0,60.8,0.0,26.1,35.2,22.7,771.0,84.0,0.4453,0.1304,81.1,939.0,37.8,143.0,0.025,-60.4,30.1,65.0,64.9,,0.9736,70.3,,6.0,15.0,4.0,0.352,1.8,1126.0,4.66,1.57,0.6805,7.0,5.19,0.7949,0.1809,0.0105,-13.6,3.54,35.8,97.4,37.5,8.7,85.8,,0.8695,80.4,0.0,0.0,92.3,0.0,0.5028,,10.8,0.4867,0.69,0.1373,2.7,6.55,88.8,0.0224,0.0,99.78
121672,TRAIN_121672,WH_173,SC_04501,118.0,464.0,,0.161,0.1695,0.0085,0.4339,13,0,39,0.25,52.05,0.0,22.46,25.82,0.7308,30.0,12.24,31.29,,0.0,2.0,1.0,9.97,0.0845,0.1917,0.061,24.99657688586969,18.05,64.8,3.0,13.1,49.5,0.0,616.0,62.8,0.2324,0.1254,,801.0,63.8,405.0,0.0081,,50.0,86.0,80.9,,0.9176,71.5,0.8991,13.0,15.0,3.0,0.5531,2.44,1408.0,,3.33,0.6302,17.0,15.13,0.7247,0.2362,0.3838,-11.7,5.18,43.0,79.7,56.8,2.97,73.4,403.0,0.8866,85.0,51.6,0.42,62.6,6.0,0.8807,0.8087,5.31,0.4054,6.93,0.1731,9.4,12.33,83.7,0.0746,0.0,95.13
208804,TRAIN_208804,WH_275,SC_07426,7.0,4.0,1.14,,0.1429,0.0,,2,24,0,0.0769,14.88,,65.58,17.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1,0.0939,4.563682657809426,27.33,43.7,5.0,24.7,13.4,,347.0,66.7,,0.1017,0.0,1037.0,33.5,322.0,0.0072,-50.3,43.3,,66.1,15.0,0.9084,62.9,0.7266,10.0,29.0,0.0,0.5548,,713.0,,1.13,0.8753,11.0,,0.5183,0.288,0.538,-24.3,5.4,11.0,78.6,37.1,6.98,81.2,135.0,0.8721,71.3,29.0,,,2.97,0.5811,0.3856,7.07,0.3318,0.96,0.1593,15.0,15.04,81.2,0.1025,5.04,94.81
64087,TRAIN_064087,WH_266,SC_05532,185.0,152.0,2.13,0.3243,,0.3405,0.5423,32,24,0,0.5714,72.24,0.0,63.84,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0383,1.0,,5.200147737316609,19.17,34.7,2.0,8.0,10.4,11.0,299.0,85.5,0.5132,,84.5,1200.0,10.1,232.0,0.0166,-65.3,23.5,,,4.0,0.9802,,1.0,6.0,33.0,2.0,0.8287,1.42,2004.0,8.85,2.76,0.9003,18.0,11.33,0.8398,0.0318,0.7867,5.0,2.99,34.7,97.4,28.9,1.92,95.1,274.0,0.9629,83.1,,1.18,,0.0,0.4633,0.5442,8.86,0.2658,7.61,0.1013,17.4,10.37,90.2,0.1198,3.75,94.78
152793,TRAIN_152793,WH_045,SC_03287,57.0,79.0,2.33,0.0702,,0.0877,0.3605,9,14,0,0.3913,16.31,0.0,,14.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239,,0.0368,3.777938088636493,17.15,63.7,5.0,30.0,,9.3,363.0,70.6,0.9311,0.0615,67.5,767.0,60.4,500.0,0.0275,-69.6,10.1,,86.7,0.0,0.9279,100.0,0.6839,4.0,39.0,2.0,,1.94,1887.0,,1.18,0.7451,16.0,,0.4871,0.025,0.3562,-9.3,1.35,13.1,,9.8,4.06,87.6,98.0,0.9365,75.3,11.2,0.0,88.7,2.63,0.7365,0.3334,6.8,0.2627,4.14,,13.9,15.44,80.6,0.026,5.16,
7787,TRAIN_007787,WH_252,SC_09103,172.0,,1.37,0.0872,0.3372,0.0523,0.4775,29,14,0,0.6744,,0.0,,17.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.03,0.0,17.42,54.1,5.0,-3.1,50.0,9.3,240.0,77.7,0.7715,0.0847,43.1,602.0,48.3,500.0,0.0283,-69.4,23.1,40.0,,15.0,0.9726,64.8,0.678,15.0,23.0,,0.425,1.57,3078.0,,1.46,0.7398,11.0,2.64,0.4858,0.1454,0.3905,-23.3,0.83,,70.0,,3.42,87.8,153.0,0.903,87.7,45.6,0.0,63.5,5.75,,0.6669,7.49,0.1385,8.97,0.0117,15.2,6.33,84.7,0.0381,7.03,95.22
17707,TRAIN_017707,WH_107,SC_00486,,0.0,,0.0,0.0,0.0,0.2891,0,60,0,0.0,73.96,0.0,68.54,16.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0649,4.100514839273097,28.37,47.3,1.0,1.3,0.0,24.9,626.0,59.7,0.0,0.037,33.9,665.0,72.7,301.0,,-42.8,,7.0,88.4,8.0,0.9623,,0.7749,8.0,12.0,5.0,0.1106,1.5,808.0,0.5,3.36,0.8874,5.0,13.71,0.2833,0.261,0.2114,-22.7,2.75,17.2,72.9,38.4,,92.4,97.0,0.8613,80.4,44.7,1.35,78.7,2.99,0.8027,0.3166,3.92,0.3483,2.8,0.0735,11.5,4.69,85.7,0.1211,7.91,
102117,TRAIN_102117,WH_093,SC_05724,249.0,154.0,3.2,0.1606,0.249,0.1285,0.8019,34,16,0,0.68,5.22,0.0,59.94,17.35,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0403,22.87573696029882,,50.5,6.0,9.2,42.1,13.2,490.0,64.4,0.2778,,94.9,952.0,60.0,348.0,0.0066,-44.8,40.5,101.0,,3.0,0.9167,100.0,0.1174,7.0,23.0,4.0,,2.0,3958.0,3.82,,0.8656,21.0,8.51,0.4075,0.3694,0.8587,-7.4,5.7,17.3,87.0,34.8,6.47,82.3,241.0,0.9234,74.8,33.9,0.69,100.0,0.0,0.7221,,,0.1372,4.3,0.1764,,3.05,86.9,0.1761,1.75,
175975,TRAIN_175975,WH_108,SC_06490,68.0,71.0,1.43,,0.3235,0.0735,0.2272,14,24,0,0.3684,59.83,0.0,76.14,17.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0934,7.384485020418269,20.39,73.1,5.0,19.7,10.5,1.0,567.0,86.1,0.8922,0.045,,1114.0,17.1,455.0,0.0237,-37.4,29.3,75.0,70.5,0.0,0.9117,80.7,0.1931,6.0,38.0,6.0,,1.01,2003.0,4.73,1.69,,18.0,1.21,0.4597,0.2877,0.1512,,0.56,32.9,83.4,17.1,6.41,90.3,240.0,0.9418,89.3,52.2,,62.9,1.22,0.6616,,2.58,0.3737,2.93,0.0523,19.2,12.06,85.6,0.0122,,99.64
161871,TRAIN_161871,WH_132,SC_08665,6.0,45.0,10.0,0.0,0.1667,,0.2259,3,24,0,0.1111,40.32,0.0,50.77,16.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0299,0.0,15.0,,5.0,23.2,33.6,28.8,503.0,62.5,0.0765,0.0267,,944.0,75.9,165.0,0.0451,-56.6,31.0,120.0,74.7,5.0,0.9728,93.2,0.1756,2.0,25.0,2.0,0.1345,2.04,1979.0,7.66,1.66,,6.0,11.74,,0.2774,0.4738,-16.6,8.0,44.7,87.6,40.5,,84.3,207.0,0.8553,92.2,13.1,2.15,72.0,2.88,0.6508,0.7611,7.9,0.2683,6.85,0.1916,8.4,1.0,98.8,0.0575,4.04,95.96
31043,TRAIN_031043,WH_230,SC_08481,15.0,51.0,6.07,0.0667,0.0667,0.0667,,4,29,2,0.1143,,0.0,,15.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1133,0.1562,0.0346,7.496025459224846,21.66,,0.0,3.4,,26.3,493.0,,0.9372,0.1011,21.5,1061.0,38.7,255.0,0.0271,-33.2,23.1,106.0,84.0,12.0,1.0,58.2,,14.0,30.0,2.0,,1.71,1221.0,5.17,1.25,0.7238,6.0,17.01,0.0806,,0.263,,,17.3,76.9,1.0,6.41,89.8,,0.8954,91.1,46.8,0.5,65.9,6.0,0.4351,0.7025,4.5,0.2379,4.1,0.0243,9.4,4.17,,0.0519,4.24,97.27
64286,TRAIN_064286,WH_089,SC_03651,59.0,41.0,1.41,0.0847,0.2203,0.0169,0.481,10,28,0,0.2632,25.71,0.0,60.53,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0187,0.1827,0.0923,8.378892678734182,17.99,46.3,1.0,27.4,50.0,16.0,200.0,,0.8588,0.0563,69.3,1000.0,42.0,224.0,0.0271,-46.5,42.7,86.0,65.8,1.0,0.9967,78.6,0.0046,13.0,9.0,4.0,0.2294,1.87,2554.0,,,0.6663,20.0,7.07,0.5259,0.0045,,-21.0,2.46,28.2,100.0,10.8,8.55,96.2,79.0,0.8676,92.2,14.4,2.14,81.8,3.55,0.7591,0.3596,8.06,0.0325,2.04,0.0843,10.2,3.09,81.8,0.0722,5.3,93.93
109289,TRAIN_109289,WH_119,SC_07906,271.0,102.0,1.38,0.2841,0.2325,0.1513,0.6619,4,3,21,0.1429,,0.0,28.79,30.0,0.6429,14.0,9.64,10.94,0.0714,0.0,0.0,0.0,0.0,0.0,0.1,0.0424,42.13482252529357,29.1,62.0,,20.1,25.0,26.7,,89.2,0.6753,0.0061,35.1,,44.3,208.0,0.0,-41.1,46.4,72.0,84.6,0.0,0.9214,79.8,0.6636,17.0,29.0,,0.666,2.06,4612.0,3.3,2.07,,,5.94,0.3611,0.3047,0.5506,-14.6,5.44,60.0,57.4,43.7,9.24,79.6,136.0,0.9503,,43.7,1.65,74.3,4.18,0.7046,0.3685,2.98,0.1826,2.29,0.0196,12.5,12.95,90.8,0.1036,8.14,96.74
58835,TRAIN_058835,WH_118,SC_09555,147.0,87.0,1.29,0.1905,,0.1633,0.4862,19,48,0,0.2836,,0.0,61.59,17.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.6125,0.0897,7.942593802207618,30.0,53.3,0.0,31.5,49.5,28.5,589.0,51.0,0.1468,0.072,47.0,,49.0,,0.0105,-72.6,30.5,103.0,81.9,13.0,,86.5,0.7774,14.0,10.0,5.0,0.6925,,,7.95,3.0,0.6896,,4.79,0.4465,,0.2997,-13.6,3.42,13.3,75.9,57.0,7.97,87.1,184.0,,90.2,10.5,1.27,78.7,,0.8604,0.4702,8.48,0.1185,,0.0666,14.6,8.37,86.0,0.1032,4.78,99.25
131375,TRAIN_131375,WH_084,SC_04809,1.0,5.0,7.0,0.0,0.0,0.0,0.2289,1,53,0,0.0185,33.95,0.0,69.53,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0728,0.0046,,5.546261521352852,27.98,,2.0,26.5,44.7,18.0,510.0,,0.1167,0.0203,,1141.0,57.8,422.0,0.0041,-71.2,40.2,65.0,68.5,8.0,0.9216,80.0,0.7229,8.0,,1.0,0.37,2.78,,,2.14,,,7.43,0.161,0.2751,0.3699,-17.8,3.05,23.7,75.1,2.1,,89.2,94.0,0.9478,85.7,23.5,1.84,78.0,0.0,0.5531,0.592,7.93,0.1322,,0.1572,6.9,15.62,94.6,,3.2,95.17
190120,TRAIN_190120,WH_030,SC_05133,139.0,378.0,4.58,0.0432,0.1223,0.0791,0.2552,21,46,3,0.3,8.17,0.0,53.82,17.57,0.0429,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0759,0.0,,55.6,2.0,,47.1,12.4,200.0,83.9,0.8913,0.0766,41.6,745.0,40.2,,0.0133,-56.5,42.9,71.0,89.5,14.0,0.9253,,0.4188,7.0,24.0,4.0,0.6327,1.08,3484.0,3.11,2.48,0.8362,19.0,10.17,0.2088,0.3502,0.3509,-21.4,4.89,27.2,75.0,53.3,7.23,,320.0,0.8657,77.0,28.0,0.81,89.4,5.01,0.8124,0.584,10.69,0.2782,8.3,0.1782,26.2,10.18,81.6,0.0151,7.25,
55439,TRAIN_055439,WH_046,SC_07054,118.0,117.0,2.66,0.0847,0.1271,0.0254,0.5537,21,53,0,0.2838,27.55,0.0,58.74,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7337,0.0584,7.764366626378571,18.05,36.6,3.0,0.2,9.9,,800.0,,0.7861,0.1123,13.8,579.0,71.4,215.0,0.0148,-65.4,41.7,118.0,89.7,12.0,0.9823,76.5,0.9726,1.0,10.0,,0.2957,1.13,1353.0,3.84,3.4,0.7,18.0,11.56,0.376,0.2085,0.2227,-15.6,6.17,,92.4,,,83.8,229.0,0.9233,70.2,,3.03,77.6,3.44,0.7467,0.5867,,0.3703,,,22.3,15.95,90.3,0.1287,,95.88
7305,TRAIN_007305,WH_093,SC_05752,28.0,92.0,6.32,0.0714,0.0357,,0.2631,6,44,0,0.12,9.85,0.0,62.71,15.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0292,,,28.569374216937632,28.13,73.8,4.0,30.6,0.4,30.0,710.0,81.2,0.2489,0.15,24.7,,,88.0,0.0,,14.5,,79.2,3.0,0.9648,72.0,0.8952,9.0,20.0,5.0,0.0709,1.82,,8.78,2.12,0.9854,9.0,10.27,0.5325,,,,3.47,20.2,79.8,15.4,11.82,90.8,159.0,0.9533,78.9,39.9,3.09,82.4,2.26,0.8006,0.5384,10.6,0.302,4.81,0.1957,8.6,15.95,91.8,0.0159,9.59,95.92
245266,TRAIN_245266,WH_249,SC_01567,,150.0,,0.0656,0.1311,0.0,0.4473,13,39,0,0.25,92.25,0.0,58.78,18.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,,0.0145,3.125581435399976,22.91,75.9,2.0,14.9,30.5,30.0,763.0,90.0,0.9104,,31.0,400.0,40.2,167.0,0.0259,-76.0,2.3,71.0,80.2,,0.9874,100.0,0.7954,9.0,22.0,2.0,0.3562,2.08,,4.62,3.11,0.8331,19.0,7.5,0.4883,0.2703,,-15.6,2.04,30.3,82.5,,12.12,85.7,225.0,,72.0,47.9,0.89,,3.66,0.5457,,5.05,0.3012,3.98,0.0858,15.7,,95.5,0.0864,,95.78
75336,TRAIN_075336,WH_169,SC_05704,29.0,19.0,1.59,0.069,0.1034,0.1379,,7,29,0,0.1944,73.11,0.0,56.77,19.47,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0079,0.1717,0.038,8.121663891665866,22.75,,5.0,17.8,30.5,12.7,522.0,50.0,0.8767,0.0975,,1008.0,70.5,,0.0014,-62.9,30.0,108.0,61.9,11.0,0.9345,88.5,0.9538,6.0,23.0,2.0,0.3495,1.98,999.0,5.54,,,19.0,7.22,0.6266,0.0634,0.1965,-18.3,5.86,29.7,82.9,58.8,3.09,95.8,217.0,0.9574,78.6,5.1,1.79,,5.81,0.7666,0.6458,3.89,0.3349,,0.0534,3.0,,,0.1252,4.53,97.46
72713,TRAIN_072713,WH_014,SC_01943,72.0,116.0,,0.0278,0.1528,0.0,0.2386,11,68,0,0.1392,21.51,0.0,56.8,16.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2707,0.0539,7.567728284036731,15.0,52.6,5.0,12.5,42.4,9.1,504.0,78.4,0.7028,,,400.0,,50.0,0.0023,-80.0,3.4,53.0,72.8,15.0,0.9437,99.0,,13.0,34.0,2.0,0.4083,2.47,1811.0,,3.31,0.8623,11.0,7.2,0.2951,0.193,0.391,-13.9,3.09,,75.3,10.0,14.44,86.9,267.0,0.9201,84.1,4.5,0.0,,4.84,0.6057,0.8458,6.9,0.1831,3.03,0.139,,3.56,97.4,0.0488,0.23,98.78
150048,TRAIN_150048,WH_107,SC_00475,,55.0,1.25,0.4098,0.3525,0.2541,0.5685,21,33,6,0.35,24.16,0.0,57.0,19.64,0.0167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0341,1.0,0.082,134.9527888483158,16.15,55.5,0.0,18.9,0.0,11.4,702.0,86.4,0.8278,0.1372,50.5,1200.0,42.6,,0.0244,-53.3,37.6,21.0,97.6,6.0,0.9727,56.1,0.3132,11.0,13.0,2.0,,,,4.71,2.57,0.8255,20.0,2.08,0.7553,0.072,,-15.0,5.76,24.2,89.4,19.2,,92.5,148.0,0.9088,,13.8,3.25,84.1,0.59,0.7016,0.5665,3.09,0.1455,7.2,0.0834,13.5,3.17,84.0,0.1266,,
222703,TRAIN_222703,WH_020,SC_01711,9.0,25.0,3.67,0.0,0.1111,0.1111,0.1231,2,17,0,0.1053,61.71,0.0,72.69,13.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0556,0.0445,3.49569831662084,20.71,55.7,0.0,8.4,23.3,18.7,673.0,82.1,0.1243,0.1285,65.4,574.0,80.0,179.0,0.0113,-54.2,1.0,39.0,,20.0,0.9716,65.0,0.8902,9.0,23.0,1.0,0.0081,2.7,518.0,5.75,,0.6991,,14.16,0.199,0.2557,0.4006,,3.22,13.9,84.8,19.7,,81.6,293.0,0.8597,68.4,7.6,1.34,88.2,3.85,0.4822,0.508,7.92,0.0631,3.7,,1.4,6.51,90.6,0.0143,4.85,98.69
28903,TRAIN_028903,WH_057,SC_06888,,64.0,1.42,,0.0702,0.1754,0.2007,14,8,1,0.6087,98.92,0.0,70.5,15.98,0.0,0.0,0.0,4.29,0.087,,0.0,1.0,7.11,0.05,0.3958,0.0518,6.2088316243911805,15.0,39.9,3.0,5.3,16.8,21.0,413.0,69.0,0.8966,0.0951,78.6,400.0,29.4,175.0,0.0372,-73.4,16.4,29.0,98.9,9.0,0.9599,100.0,1.0,6.0,18.0,3.0,,1.34,,,0.79,0.804,7.0,11.4,0.589,0.3083,0.544,-5.1,5.46,38.2,,25.6,2.43,89.4,64.0,0.9036,66.2,56.9,3.41,75.1,2.97,0.4429,0.6335,3.47,0.3191,2.0,0.0988,11.1,10.38,,0.1145,0.0,94.62
165231,TRAIN_165231,WH_215,SC_04175,146.0,92.0,1.49,,,0.2397,0.5007,6,0,12,0.3333,22.33,0.0,22.16,,0.7222,0.0,0.0,7.39,0.2778,0.0,0.0,,2.11,0.1039,0.2308,,26.9157100155154,29.82,71.9,,27.0,36.5,6.7,685.0,51.2,0.5949,0.0692,100.0,1006.0,68.3,157.0,0.0039,-58.0,32.1,76.0,86.0,19.0,0.9459,,0.3487,21.0,27.0,4.0,,1.27,2278.0,4.18,2.31,0.8687,16.0,12.29,0.5042,,,-6.0,3.68,36.1,54.0,22.1,1.51,85.9,,0.91,,19.4,0.86,81.1,,0.5431,0.8469,7.19,0.0477,6.56,0.0951,,13.12,78.0,0.0719,8.09,95.11
152393,TRAIN_152393,WH_291,SC_06821,56.0,71.0,2.43,0.0893,0.0714,0.1071,,14,56,0,0.2,83.89,0.0,63.89,18.29,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0743,1.0,0.098,13.741432221595694,18.68,43.8,4.0,13.3,45.0,10.7,582.0,77.0,0.0816,0.0295,15.2,489.0,72.2,454.0,,-39.1,42.6,51.0,79.6,10.0,1.0,95.2,0.9258,10.0,24.0,,0.6325,0.78,2542.0,5.74,1.66,0.7147,18.0,10.4,0.3817,0.3303,0.1492,-8.3,0.85,12.3,92.9,38.9,13.48,85.8,317.0,0.9169,78.1,23.8,1.01,61.3,2.86,,0.6772,8.95,0.2893,9.72,0.1504,25.1,10.24,86.5,0.132,5.41,97.47
